,State,City,Population,Violent Crime,Murder,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Total
302,Utah,West Jordan,107103,185.8,1.9,22.4,30.8,130.7,2769.3,442.6,2113.9,212.9,5886.0
303,Florida,West Palm Beach,102422,801.6,16.6,30.3,326.1,428.6,5276.2,1258.5,3711.1,306.6,12108.7
304,Utah,West Valley,133725,447.9,0.7,67.3,89.7,290.1,4164.5,702.9,2970.3,491.3,9156.699999999999
305,Colorado,Westminster,109461,259.5,1.8,26.5,46.6,184.5,2585.4,360.9,1960.5,264.0,5661.4
306,Texas,Wichita Falls,105488,450.3,4.7,34.1,142.2,269.2,4759.8,1193.5,3348.2,218.0,10381.2
307,North Carolina,Wilmington,109370,565.1,7.3,21,238.6,298.1,5403.7,1548.9,3513.8,341.0,11909.2
308,North Carolina,Winston-Salem,234687,663.0,2.6,31.5,182.4,446.6,5838.0,1929.8,3617.6,290.6,12968.0
309,New Jersey,Woodbridge Township,100612,121.3,-,3,54.7,63.6,1955.0,335.9,1504.8,114.3,4149.6
310,Massachusetts,Worcester,183247,959.4,4.4,18,228.7,708.3,3510.0,1113.3,2143.0,253.8,8916.5
311,New York,Yonkers,198464,570.9,2,14.1,212.6,342.1,1292.4,269.6,906.5,116.4,3710.5
312,California,Alameda,75467,212.0,1.3,11.91,106.0,92.8,2507.1,392.2,1723.9,390.9,5424.9
313,Georgia,Albany,78512,1035.5,5.1,34.4,285.3,710.7,6369.7,1793.4,4291.1,285.3,14771.0
314,New York,Albany,98187,816.8,4.1,43.8,253.6,515.3,4420.1,903.4,3359.9,156.8,10425.9
315,California,Alhambra,84469,176.4,-,2.4,78.1,95.9,2271.8,384.8,1585.2,301.9,4894.1
316,Texas,Allen,88783,61.9,-,12.4,14.6,34.9,1612.9,242.2,1321.2,49.6,3337.3
317,Georgia,Alpharetta,60031,70.0,1.7,10,30.0,28.3,2048.9,211.6,1792.4,45.0,4226.200000000001
318,California,Apple Valley,70823,312.0,4.2,9.9,91.8,206.1,2646.0,979.9,1379.5,286.6,5901.900000000001
319,Wisconsin,Appleton,73431,290.1,-,38.1,30.0,222.0,1895.7,345.9,1513.0,36.8,4333.500000000001
320,Illinois,Arlington Heights,75463,54.3,1.3,9.3,10.6,33.1,1296.0,185.5,1088.0,22.5,2690.0
321,North Carolina,Asheville,85295,495.9,7,38.7,165.3,284.9,5756.5,869.9,4492.6,393.9,12459.0
322,Washington,Auburn,72218,343.4,8.3,31.8,152.3,150.9,5518.0,1362.5,3344.0,811.4,11682.5
323,Arizona,Avondale,78364,297.3,8.9,5.1,91.9,191.4,4698.6,874.1,3511.8,312.6,9977.700000000003
324,California,Baldwin Park,76644,340.5,2.6,6.5,95.2,236.2,2068.0,437.1,1123.4,507.5,4807.9
325,New Jersey,Bayonne,64036,206.1,-,9.4,64.0,132.7,1275.8,320.1,874.5,81.2,2954.3999999999996
326,Texas,Baytown,74420,331.9,6.7,20.2,130.3,174.7,4950.3,1261.8,3276.0,412.5,10537.5
327,Oregon,Beaverton,92276,152.8,-,22.8,39.0,91.0,1594.1,212.4,1262.5,119.2,3470.9999999999995
328,California,Bellflower,77886,390.3,7.7,14.1,173.3,195.2,2313.6,535.4,1137.6,640.7,5386.099999999999
329,Washington,Bellingham,82665,266.1,-,35.1,64.1,166.9,4808.6,742.8,3898.9,166.9,10114.300000000001
330,Pennsylvania,Bensalem Township,60665,131.9,1.6,11.5,64.3,54.4,3634.7,553.9,2934.1,146.7,7519.999999999999
331,Pennsylvania,Bethlehem,75388,315.7,2.7,25.2,160.5,127.3,2584.0,500.1,1973.8,110.1,5771.5
332,North Dakota,Bismarck,64103,340.1,1.6,48.4,25.0,265.2,3034.2,499.2,2374.3,160.7,6698.7
333,Illinois,Bloomington,77107,482.4,1.3,54.5,58.4,368.3,2330.5,463.0,1810.5,57.1,5570.200000000001
334,Indiana,Bloomington,81636,297.7,3.7,22,51.4,220.5,3973.7,761.9,3026.9,185.0,8517.099999999999
335,Minnesota,Bloomington,84596,,-,,69.7,74.5,3796.9,268.3,3437.5,91.0,7737.9
336,Florida,Boca Raton,86493,189.6,-,13.9,71.7,104.1,2956.3,567.7,2271.9,116.8,6278.100000000001
337,Illinois,Bolingbrook,73836,243.8,1.4,21.7,67.7,153.0,1542.6,219.4,1273.1,50.1,3549.7
338,Louisiana,Bossier City,63116,373.9,3.2,30.1,82.4,258.3,3858.0,660.7,3088.0,109.3,8430.599999999999
339,Florida,Boynton Beach,69937,570.5,7.1,11.4,181.6,370.3,4272.4,896.5,3160.0,215.9,9667.199999999999
340,New Jersey,Brick Township,75809,106.8,-,7.9,21.1,77.8,1642.3,349.6,1271.6,21.1,3490.2999999999997
341,Connecticut,Bristol,60688,153.2,4.9,14.8,84.0,49.4,2620.0,585.0,1850.4,184.6,5526.6
342,Massachusetts,Brockton,95156,1143.4,6.3,50.4,236.5,850.2,3227.3,856.5,2150.2,220.7,8684.800000000001
343,Minnesota,Brooklyn Park,77346,,5.2,,117.7,157.7,3399.0,637.4,2587.1,174.5,7073.4
344,Texas,Bryan,78479,397.6,1.3,39.5,87.9,268.9,3151.2,632.0,2407.0,112.1,7056.700000000001
345,California,Buena Park,82505,249.7,1.2,15.8,93.3,139.4,2504.1,414.5,1715.0,374.5,5490.5
346,Minnesota,Burnsville,61218,,-,,27.8,140.5,2956.6,330.0,2509.1,117.6,6081.6
347,California,Camarillo,66506,91.7,-,7.5,31.6,52.6,1436.0,209.0,1153.3,73.7,3047.8999999999996
348,New Jersey,Camden,77665,2566.1,86.3,95.3,972.1,1412.5,5159.3,1402.2,2850.7,906.5,15269.400000000001
349,Ohio,Canton,72914,999.8,13.7,87.8,567.8,330.5,6476.1,2180.7,3663.2,632.3,14850.400000000001
350,Indiana,Carmel,81819,13.4,-,2.4,7.3,3.7,987.5,138.1,793.2,56.2,1999.4
351,California,Carson,93233,557.7,7.5,15,152.3,382.9,2905.6,644.6,1671.1,589.9,6904.1
352,Illinois,Champaign,81329,911.1,3.7,62.7,166.0,678.7,3319.8,887.8,2332.5,99.6,8395.500000000002
353,New York,Cheektowaga Town,79178,221.0,-,24,83.4,113.7,3562.9,426.9,3026.1,109.9,7543.9
354,New Jersey,Cherry Hill Township,71337,157.0,1.4,-,77.1,78.5,3152.6,379.9,2645.2,127.6,6617.9
355,Wyoming,Cheyenne,60969,229.6,-,34.4,34.4,160.7,3413.2,418.2,2837.5,157.5,7251.099999999999
356,California,Chico,87090,323.8,1.1,52.8,109.1,160.8,2630.6,893.3,1445.6,291.7,5854.900000000001
357,California,Chino Hills,76632,83.5,-,2.6,28.7,52.2,1247.5,456.7,706.0,84.8,2659.4000000000005
358,California,Chino,79792,364.7,1.3,11.3,65.2,287.0,2651.9,704.3,1653.0,294.5,6020.6
359,Illinois,Cicero,84300,449.6,5.9,21.4,217.1,205.2,2634.6,843.4,1453.1,338.1,6141.1
360,California,Citrus Heights,85112,386.5,2.3,15.3,117.5,251.4,3662.2,734.3,2369.8,558.1,8079.8
361,New York,Clarkstown Town,80186,94.8,-,5,33.7,56.1,1884.4,133.4,1719.8,31.2,3953.3999999999996
362,New Jersey,Clifton,84684,217.3,-,15.4,94.5,107.5,1864.6,422.7,1275.3,166.5,4148.4
363,Michigan,Clinton Township,97001,300.0,-,39.2,59.8,201.0,2298.9,491.7,1620.6,186.6,5158.6
364,California,Clovis,97828,223.9,3.1,34.8,58.3,127.8,4114.4,976.2,2744.6,393.5,8638.699999999999
365,Texas,College Station,96567,508.5,3.1,35.2,39.4,430.8,2483.2,596.5,1824.6,62.1,5945.1
366,New York,Colonie Town,77853,59.1,-,-,37.2,21.8,2719.2,274.9,2372.4,71.9,5556.5
367,California,Compton,98057,1242.1,21.4,33.7,436.5,750.6,2446.5,585.4,1025.9,835.2,7322.2
368,Arkansas,Conway,60700,415.2,1.6,47.8,125.2,240.5,4182.9,675.5,3341.0,166.4,9146.699999999999
369,Minnesota,Coon Rapids,62301,,1.6,,25.7,67.4,3077.0,311.4,2669.3,96.3,6247.1
370,Iowa,Council Bluffs,62708,1186.5,1.6,106.8,129.2,948.8,6841.2,1546.9,4540.1,754.3,15947.0
371,Rhode Island,Cranston,80315,161.9,2.5,19.9,42.3,97.1,2375.6,488.1,1695.8,191.7,5052.499999999999
372,Connecticut,Danbury,81891,133.1,1.2,28.1,55.0,48.8,1907.4,350.5,1466.6,90.4,4051.8
373,Florida,Davie,94952,388.6,5.3,24.2,77.9,281.2,3657.6,702.5,2701.4,253.8,8063.000000000001
374,California,Davis,66628,142.6,-,30,46.5,66.0,2215.3,585.3,1499.4,130.6,4685.700000000001
375,Florida,Daytona Beach,61861,1155.8,6.5,37.2,289.4,822.8,6254.3,1291.6,4403.4,559.3,14776.599999999999
376,Michigan,Dearborn,97215,331.2,1,24.7,110.1,195.4,3376.0,475.2,2533.6,367.2,7388.7
377,Illinois,Decatur,76131,462.4,7.9,34.2,139.2,281.1,3215.5,1209.8,1898.0,107.7,7313.7
378,Florida,Deerfield Beach,77431,464.9,5.2,22,192.4,245.4,3174.4,767.1,2169.7,237.6,7251.5
379,Florida,Delray Beach,62044,736.6,9.7,41.9,253.0,432.0,4754.7,910.6,3594.2,249.8,10930.899999999998
380,Alabama,Dothan,66275,481.3,7.5,45.3,150.9,277.6,4427.0,1336.9,2894.0,196.2,9763.900000000001
381,Minnesota,Duluth,86830,,2.3,,103.7,245.3,4446.6,739.4,3509.2,198.1,9242.300000000001
382,Minnesota,Eagan,65180,,-,,16.9,23.0,2341.2,277.7,1996.0,67.5,4722.299999999999
383,New Jersey,East Orange,64682,562.8,7.7,34,219.5,301.5,1801.1,539.6,739.0,522.6,4686.1
384,Minnesota,Eden Prairie,62052,,-,,4.8,17.7,1551.9,172.4,1347.3,32.2,3126.3
385,Texas,Edinburg,80332,444.4,1.2,36.1,62.2,344.8,5890.6,1066.8,4563.6,260.2,12632.600000000002
386,Oklahoma,Edmond,83473,101.8,2.4,14.4,24.0,61.1,2012.6,363.0,1593.3,56.3,4212.1
387,California,Encinitas,60960,246.1,1.6,19.7,37.7,187.0,2126.0,477.4,1524.0,124.7,4722.900000000001
388,Illinois,Evanston,74820,304.7,4,5.3,105.6,189.8,2745.3,562.7,2098.4,84.2,6090.7
389,Connecticut,Fairfield,60122,54.9,-,3.3,21.6,29.9,2163.9,384.2,1663.3,116.4,4434.2
390,Massachusetts,Fall River,89753,1062.9,2.2,57.9,291.9,710.8,3014.9,862.4,1848.4,304.2,8095.499999999999
391,Michigan,Farmington Hills,80316,92.1,1.2,18.7,14.9,57.3,1573.8,287.6,1129.3,156.9,3311.9
392,Arkansas,Fayetteville,75387,514.7,1.3,76.9,53.1,383.4,4036.5,668.6,3191.5,176.4,9024.199999999999
393,Washington,Federal Way,91978,321.8,3.3,46.8,115.2,156.6,5551.3,1026.3,3657.4,867.6,11696.2
394,Indiana,Fishers,79375,17.6,-,1.3,11.3,5.0,1034.3,127.2,873.1,34.0,2102.5
395,Arizona,Flagstaff,66633,393.2,-,42,67.5,283.6,4253.1,363.2,3801.4,88.5,9250.5
396,Texas,Flower Mound,68023,30.9,-,-,7.4,23.5,827.7,157.3,645.4,25.0,1717.1999999999998
397,California,Folsom,73678,115.4,-,9.5,32.6,73.3,1733.2,319.0,1307.0,107.2,3687.7
398,Florida,Fort Myers,64379,1171.2,37.3,40.4,267.2,826.4,3644.0,787.5,2545.9,310.7,9552.900000000001
399,Arkansas,Fort Smith,87483,785.3,5.7,78.9,108.6,592.1,5453.6,1216.2,4028.2,209.2,12393.2
400,Massachusetts,Framingham,69605,221.2,-,10.1,30.2,181.0,1778.6,364.9,1270.0,143.7,3989.6
401,New Jersey,"Franklin Township, Somerset County",62885,114.5,1.6,3.2,74.7,35.0,1828.7,562.9,1122.7,143.1,3881.6
402,Tennessee,Franklin,64848,143.4,1.5,17,17.0,107.9,1593.0,138.8,1390.9,63.2,3454.2
403,Maryland,Frederick,66808,570.3,1.5,38.9,158.7,371.2,2842.5,366.7,2285.7,190.1,6785.2
404,Indiana,Gary,80472,904.7,46,69.6,341.7,447.4,5560.9,2030.5,2567.4,963.1,12815.7
405,North Carolina,Gastonia,72782,618.3,1.4,39.8,215.7,361.4,5842.1,1343.7,4224.9,273.4,12879.5
406,New Jersey,Gloucester Township,64898,320.5,-,10.8,63.2,246.5,2373.0,607.1,1670.3,95.5,5376.099999999999
407,Arizona,Goodyear,67033,153.7,-,17.9,35.8,100.0,2646.5,714.6,1772.3,159.6,5582.5
408,New York,Greece Town,96752,133.3,-,18.6,47.5,67.2,2641.8,423.8,2138.5,79.6,5531.700000000001
409,Colorado,Greeley,96276,442.5,1,41.5,66.5,333.4,3368.4,563.0,2659.0,146.5,7579.3
410,North Carolina,Greenville,86869,523.8,8.1,26.5,194.5,294.7,4426.2,1300.8,2988.4,137.0,9865.4
411,South Carolina,Greenville,60953,835.1,1.6,34.5,170.6,628.4,5287.7,989.3,3955.5,342.9,12209.499999999998
412,Connecticut,Greenwich,61948,37.1,-,3.2,9.7,24.2,594.0,72.6,485.9,35.5,1259.0
413,Connecticut,Hamden,61032,527.6,3.3,4.9,63.9,455.5,2264.4,321.1,1784.3,158.9,5575.7
414,New Jersey,"Hamilton Township, Mercer County",89111,211.0,-,11.2,110.0,89.8,2219.7,548.8,1522.8,148.1,4850.200000000001
415,Ohio,Hamilton,62791,592.4,4.8,141.7,250.0,195.9,7505.9,2052.8,5124.9,328.1,16050.0
416,Indiana,Hammond,81010,820.9,7.4,22.2,237.0,554.3,4256.3,1155.4,2645.4,455.5,10124.8
417,Texas,Harlingen,67112,403.8,6,34.3,92.4,271.2,4875.4,903.0,3807.1,165.4,10518.3
418,Massachusetts,Haverhill,61897,675.3,3.2,19.4,84.0,568.7,2324.8,634.9,1486.3,203.6,5977.6
419,California,Hawthorne,85692,743.4,8.2,30.3,358.3,346.6,2545.2,671.0,1328.0,546.1,6538.6
420,California,Hemet,81213,499.9,1.2,25.9,179.8,293.1,4292.4,1295.4,2407.3,589.8,9557.7
421,California,Hesperia,92383,435.1,6.5,18.4,74.7,335.6,2708.3,992.6,1282.7,433.0,6262.0
422,Oregon,Hillsboro,94119,191.2,2.1,36.1,55.2,97.7,2288.6,343.2,1823.2,122.2,4921.299999999999
423,Florida,Homestead,62785,1664.4,6.4,52.6,501.7,1103.8,5122.2,1396.8,3426.0,299.4,13514.299999999997
424,Alabama,Hoover,82332,104.5,2.4,15.8,55.9,30.4,2647.8,477.3,2067.2,103.2,5486.3
425,California,Indio,78501,573.2,2.5,28,194.9,347.8,3555.4,1065.0,1867.5,622.9,8226.7
426,Iowa,Iowa City,69214,267.3,1.4,41.9,44.8,179.2,2661.3,559.1,2014.0,88.1,5813.800000000001
427,Tennessee,Jackson,65725,1478.9,16.7,33.5,290.6,1138.1,4938.8,1478.9,3254.5,205.4,12785.199999999999
428,Wisconsin,Janesville,63642,281.3,3.1,33,55.0,190.1,3870.1,532.7,3235.3,102.1,8266.6
429,Georgia,Johns Creek,80037,53.7,-,3.7,20.0,30.0,657.2,129.9,507.3,20.0,1418.1000000000001
430,Tennessee,Johnson City,64342,495.8,1.6,21.8,79.3,393.2,4468.3,839.3,3478.3,150.8,9905.0
431,Arkansas,Jonesboro,68807,428.7,5.8,30.5,113.4,279.0,4588.2,1694.6,2745.4,148.2,9997.5
432,California,Jurupa Valley,97577,319.7,1,12.3,95.3,211.1,3252.8,749.2,1823.2,680.5,7131.8
433,Michigan,Kalamazoo,74797,878.4,12,102.9,220.6,542.8,4171.3,1116.4,2854.4,200.5,9984.4
434,Louisiana,Kenner,67110,207.1,3,17.9,90.9,95.4,3738.6,576.7,2939.9,222.0,7870.6
435,Washington,Kennewick,76971,297.5,1.3,42.9,45.5,207.9,3081.7,584.6,2332.0,165.0,6714.2
436,Wisconsin,Kenosha,99993,274.0,1,36,105.0,132.0,2999.2,707.0,2194.2,98.0,6509.4
437,Florida,Kissimmee,62183,905.4,3.2,54.7,194.6,652.9,5004.6,1321.9,3457.5,225.1,11762.0
438,California,La Habra,61731,238.1,3.2,11.3,72.9,150.7,1862.9,413.1,1278.1,171.7,4187.5
439,Indiana,Lafayette,68160,597.1,1.5,52.8,101.2,441.6,4831.3,1046.1,3494.7,290.5,10802.5
440,California,Laguna Niguel,64533,72.8,-,9.3,24.8,38.7,1183.9,291.3,838.3,54.2,2504.0
441,California,Lake Forest,79166,135.2,-,10.1,25.3,99.8,1374.3,286.7,1008.0,79.6,3008.9
442,Florida,Lakeland,99934,465.3,10,33,144.1,278.2,5219.4,1296.9,3737.5,185.1,11326.5
443,New Jersey,Lakewood Township,93742,117.3,2.1,1.1,49.1,65.1,1176.6,292.3,837.4,46.9,2584.7
444,California,Lakewood,81382,278.9,1.2,16,125.3,136.4,2533.7,455.9,1696.9,380.9,5608.0
445,Pennsylvania,Lancaster,60155,773.0,11.6,61.5,345.8,354.1,4820.9,729.8,3908.2,182.9,11114.699999999999
446,Florida,Largo,78783,500.1,1.3,54.6,144.7,299.6,3956.4,728.6,3062.8,165.0,8857.2
447,New Mexico,Las Cruces,99824,394.7,5,56.1,70.1,263.5,4426.8,992.7,3219.7,214.4,9581.9
448,Florida,Lauderhill,69046,850.2,11.6,27.5,350.5,460.6,4249.3,1793.0,2188.4,267.9,10159.9
449,Kansas,Lawrence,89180,414.9,-,58.3,59.4,297.2,4481.9,677.3,3577.0,227.6,9735.300000000001
450,Massachusetts,Lawrence,77661,1010.8,2.6,32.2,287.1,688.9,2530.2,690.2,956.7,883.3,7047.2
451,Oklahoma,Lawton,98781,931.4,13.2,38.5,175.1,704.6,5272.3,1579.3,3390.3,302.7,12355.7
452,Utah,Layton,69420,121.0,-,47.5,10.1,63.4,2748.5,469.6,2179.5,99.4,5691.5
453,Texas,League City,86127,91.7,-,18.6,32.5,40.6,2013.3,347.2,1586.0,80.1,4191.4
454,Missouri,Lee's Summit,91840,118.7,-,14.2,26.1,78.4,2316.0,286.4,1912.0,117.6,4855.200000000001
455,California,Livermore,82800,363.5,-,18.1,38.6,306.8,2180.0,374.4,1593.0,212.6,5068.900000000001
456,Michigan,Livonia,96028,152.0,3.1,19.8,33.3,95.8,2211.9,336.4,1667.2,208.3,4704.900000000001
457,California,Lodi,63718,439.4,3.1,18.8,135.0,282.5,4078.9,1183.3,2366.7,528.9,9014.699999999999
458,Colorado,Longmont,88925,211.4,-,12.4,33.7,165.3,2439.1,403.7,1917.3,118.1,5288.6
459,Texas,Longview,82554,560.8,8.5,33.9,158.7,359.8,5102.1,1150.8,3568.6,382.8,11283.6
460,Ohio,Lorain,64148,506.6,6.2,53,212.0,235.4,5039.9,1942.4,2913.6,183.9,11033.8
461,Colorado,Loveland,69147,209.7,-,31.8,31.8,146.1,2600.3,328.3,2205.4,66.5,5588.1
462,Virginia,Lynchburg,77347,345.2,3.9,44,59.5,237.9,2706.0,471.9,2144.9,89.2,6054.599999999999
463,Massachusetts,Lynn,91846,820.9,2.2,52.3,185.1,581.4,2818.8,760.0,1757.3,301.6,7225.100000000001
464,California,Lynwood,70908,763.0,12.7,33.8,297.6,418.9,1936.3,493.6,709.4,733.3,5352.1
465,Georgia,Macon,92836,628.0,22.6,44.2,260.7,300.5,7216.0,1969.1,4708.3,538.6,15621.200000000003
466,California,Madera,62796,742.1,3.2,30.3,181.5,527.1,2581.4,1039.9,990.5,551.0,6613.5
467,Massachusetts,Malden,60605,462.0,1.7,31.4,123.8,305.3,1985.0,463.7,1310.1,211.2,4861.099999999999
468,California,Manteca,68887,384.7,-,16,120.5,248.2,3891.9,659.1,2676.8,556.0,8537.2
469,Minnesota,Maple Grove,62840,,-,,17.5,20.7,2036.9,251.4,1745.7,39.8,4112.0
470,Washington,Marysville,61381,189.0,3.3,26.1,58.7,101.0,2882.0,648.4,1906.1,327.5,6112.7
471,Oregon,Medford,76037,558.9,2.6,51.3,84.2,420.8,5810.3,627.3,4950.2,232.8,12684.5
472,Florida,Melbourne,77133,853.1,7.8,62.2,172.4,610.6,4374.3,840.1,3379.9,154.3,10384.699999999999
473,California,Menifee,80047,108.7,1.2,5,30.0,72.5,2426.1,633.4,1385.4,407.3,5063.400000000001
474,California,Merced,80976,1000.3,11.1,30.9,265.5,692.8,5076.8,1179.4,3360.3,537.2,12112.3
475,Connecticut,Meriden,60934,364.3,8.2,41,124.7,190.4,2973.7,690.9,2007.1,275.7,6626.8
476,Idaho,Meridian,77270,119.1,-,16.8,11.6,90.6,1591.8,284.7,1281.2,25.9,3404.9
477,Florida,Miami Beach,91066,1033.3,5.5,46.1,446.9,534.8,9913.7,1150.8,8275.3,487.6,21842.399999999998
478,New Jersey,Middletown Township,66919,67.2,1.5,9,12.0,44.8,1092.4,240.6,829.4,22.4,2308.8
479,California,Milpitas,68433,118.4,1.5,16.1,49.7,51.1,2956.2,485.1,1972.7,498.3,6131.5
480,California,Mission Viejo,95599,76.4,-,3.1,29.3,43.9,1252.1,225.9,979.1,47.1,2653.7999999999997
481,Texas,Mission,80557,129.1,3.7,7.4,57.1,60.8,2942.0,525.1,2219.5,197.4,6131.0
482,Montana,Missoula,67758,326.2,-,36.9,48.7,240.6,4488.0,557.9,3775.2,155.0,9591.599999999999
483,Texas,Missouri City,70819,121.4,-,11.3,48.0,62.1,1241.2,309.2,865.6,66.4,2713.9
484,California,Montebello,63538,229.8,4.7,6.3,105.4,113.3,2793.6,1130.0,978.9,684.6,6035.6
485,California,Monterey Park,61270,122.4,6.5,1.6,68.5,45.7,1668.0,406.4,899.3,362.3,3572.6000000000004
486,South Carolina,Mount Pleasant,70016,218.5,-,7.1,8.6,202.8,1756.7,245.7,1428.2,82.8,3943.3
487,New York,Mount Vernon,68146,899.5,14.7,20.5,330.2,534.1,1973.7,475.4,1300.1,198.1,5711.1
488,California,Mountain View,75933,204.1,-,6.6,44.8,152.8,1868.8,234.4,1484.2,150.1,4139.200000000001
489,Indiana,Muncie,70300,367.0,1.4,12.8,140.8,211.9,4173.5,981.5,2903.3,288.8,9066.8
490,Idaho,Nampa,83316,243.7,2.4,52.8,24.0,164.4,2616.5,612.1,1908.4,96.0,5665.1
491,California,Napa,78589,274.8,2.5,21.6,49.6,201.0,2090.6,444.1,1365.3,281.2,4706.599999999999
492,New Hampshire,Nashua,86870,234.8,-,42.6,55.3,137.0,2717.9,431.7,2189.5,96.7,5862.9
493,Massachusetts,New Bedford,96031,1072.6,2.1,56.2,283.2,731.0,3311.4,967.4,2030.6,313.4,8709.6
494,Texas,New Braunfels,60482,190.1,1.7,31.4,44.6,112.4,3488.6,496.0,2840.5,152.1,7324.3
495,Connecticut,New Britain,73458,431.5,4.1,6.8,243.7,177.0,3971.0,1055.0,2381.0,535.0,8794.2
496,New York,New Rochelle,78025,232.0,-,3.8,116.6,111.5,1789.2,230.7,1475.2,83.3,4038.5
497,California,Newport Beach,87286,115.7,1.1,12.6,30.9,71.0,2464.3,509.8,1845.7,108.8,5146.200000000001
498,Massachusetts,Newton,86710,87.6,-,5.8,19.6,62.3,1031.0,213.4,799.2,18.5,2231.6000000000004
499,New Jersey,North Bergen Township,61747,144.1,3.2,11.3,58.3,71.3,1183.9,200.8,803.3,179.8,2641.5
500,Arkansas,North Little Rock,63125,711.3,12.7,14.3,280.4,404.0,8666.9,1907.3,6168.7,590.9,18729.5
501,Florida,North Miami,60964,854.6,4.9,34.4,351.0,464.2,4876.6,1286.0,3100.2,490.5,11423.1
502,Texas,North Richland Hills,65750,258.6,1.5,27.4,35.0,194.7,2390.9,457.8,1817.5,115.6,5270.1
503,Pennsylvania,Northern York Regional,66974,98.5,3,4.5,20.9,70.2,1736.5,150.8,1523.0,62.7,3662.6
504,Connecticut,Norwalk,86693,313.8,3.5,10.4,78.4,221.5,1975.9,288.4,1559.5,128.0,4565.5
505,Missouri,O'Fallon,80670,91.7,2.5,6.2,5.0,78.1,1544.6,155.0,1363.6,26.0,3264.0
506,Utah,Ogden,85083,414.9,2.4,29.4,112.8,270.3,4702.5,862.7,3585.9,253.9,10203.0
507,New Jersey,Old Bridge Township,66057,84.8,3,3,22.7,56.0,1380.6,216.5,1074.8,89.3,2924.7
508,Utah,Orem,91953,44.6,2.2,12,22.8,7.6,2357.7,220.8,2052.1,84.8,4790.400000000001
509,Wisconsin,Oshkosh,66514,287.2,-,19.5,27.1,240.6,2588.9,511.2,2022.1,55.6,5732.700000000001
510,Illinois,Palatine,68890,42.1,1.5,8.7,11.6,20.3,1293.4,47.9,1215.0,30.5,2660.8
511,California,Palo Alto,66019,80.3,-,6.1,39.4,34.8,2134.2,495.3,1566.2,72.7,4422.9
512,Ohio,Parma,80963,69.2,-,4.9,17.3,46.9,557.0,58.1,491.6,7.4,1247.5
513,Washington,Pasco,63806,304.0,1.6,20.4,64.3,217.8,2606.3,656.7,1686.4,263.3,5798.8
514,New Jersey,Passaic,70237,730.4,8.5,2.8,330.3,388.7,2077.3,625.0,1228.7,223.5,5603.900000000001
515,Rhode Island,Pawtucket,71085,405.1,5.6,49.2,113.9,236.3,3445.2,955.2,1959.6,530.4,7645.699999999999
516,Texas,Pearland,94702,129.9,1.1,19,29.6,80.3,1851.1,292.5,1470.9,87.6,3941.9
517,California,Perris,70616,339.9,4.2,8.5,133.1,194.0,2946.9,691.1,1583.2,672.7,6560.9
518,Texas,Pharr,73599,366.9,-,19,59.8,288.0,3157.7,750.0,2212.0,195.7,7030.099999999999
519,California,Pico Rivera,63988,407.9,1.6,9.4,143.8,253.2,2781.8,545.4,1661.2,575.1,6368.400000000001
520,California,Pittsburg,64890,234.2,4.6,9.2,127.9,92.5,3247.0,1141.9,1269.8,835.3,6948.6
521,Florida,Plantation,87705,317.0,4.6,12.5,144.8,155.1,3925.7,800.4,2909.8,215.5,8468.3
522,California,Pleasanton,71875,68.2,1.4,5.6,25.0,36.2,1779.5,229.6,1384.3,165.6,3688.4
523,Minnesota,Plymouth,72020,,-,,19.4,26.4,1663.4,358.2,1262.1,43.0,3372.5
524,Maine,Portland,66413,260.5,1.5,49.7,123.5,85.8,3963.1,618.9,3220.8,123.5,8396.099999999999
525,Virginia,Portsmouth,96739,476.5,11.4,42.4,188.1,234.7,4983.5,1259.1,3506.3,218.1,10866.300000000001
526,Massachusetts,Quincy,93736,427.8,-,33.1,89.6,305.1,1657.8,528.1,1006.0,123.8,4138.2
527,Wisconsin,Racine,79055,473.1,5.1,39.2,266.9,161.9,4023.8,1392.7,2466.6,164.4,8949.4
528,New York,Ramapo Town,85448,93.6,-,5.9,15.2,72.6,837.9,160.3,658.9,18.7,1857.2
529,California,Rancho Cordova,66214,593.5,13.6,42.3,169.1,368.5,3182.1,635.8,2060.0,486.3,7495.3
530,South Dakota,Rapid City,69979,607.3,5.7,158.6,78.6,364.4,5080.1,844.5,3906.9,328.7,11210.500000000002
531,Pennsylvania,Reading,88557,935.0,16.9,49.7,431.4,437.0,4078.7,1634.0,1839.5,605.3,9960.9
532,California,Redding,90974,774.9,3.3,72.5,144.0,555.1,4814.6,1195.9,3066.8,551.8,11103.099999999999
533,California,Redlands,70399,313.9,2.8,21.3,106.5,183.2,4250.1,863.6,2818.2,568.2,9103.7
534,California,Redondo Beach,67856,280.0,5.9,8.8,75.2,190.1,2352.0,392.0,1802.3,157.7,5249.3
535,California,Redwood City,78466,265.1,-,16.6,112.2,136.4,2294.0,670.4,1428.6,195.0,5101.7
536,Washington,Renton,93722,302.0,2.1,28.8,122.7,148.3,4867.6,957.1,3252.2,658.3,10308.2
537,New Mexico,Rio Rancho,89462,225.8,2.2,25.7,23.5,174.4,2128.3,406.9,1548.1,173.3,4680.3
538,Virginia,Roanoke,97780,554.3,9.2,40.9,144.2,360.0,4879.3,961.3,3664.3,253.6,10817.000000000002
